ID,NUMERO VICTIMAS,FECHA,DIA DE LA SEMANA,HORA,FRANJA HORARIA,TIPO DE CALLE,DIRECCION,TIPO DE ZONA,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO,AÑO,MES,DÍA
2019-0098,1,2019-11-25,Monday,14:00:00,14,AVENIDA,GUZMAN 365,CUADRA,15,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,2019,11,25
2019-0100,1,2019-12-05,Thursday,17:30:00,17,AVENIDA,DE LOS CONSTITUYENTES AV. 4300,CUADRA,12,MOTO-AUTO,MOTO,AUTO,2019,12,5
2019-0101,1,2019-12-17,Tuesday,04:20:00,4,AVENIDA,"MORENO, PERITO AV. y TILCARA AV.",ESQUINA,4,MOTO-MOTO,MOTO,MOTO,2019,12,17
2019-0102,1,2019-12-17,Tuesday,14:30:00,14,CALLE,"IBARROLA y GORDILLO, TIMOTEO",ESQUINA,9,MOTO-AUTO,MOTO,AUTO,2019,12,17
2019-0103,1,2019-12-18,Wednesday,,,GRAL PAZ,"PAZ, GRAL. AV. y GRIVEO",AUTOPISTA,11,MOTO-MOTO,MOTO,MOTO,2019,12,18
2019-0104,1,2019-12-21,Saturday,04:25:00,4,AVENIDA,RIVADAVIA AV. y PERGAMINO,ESQUINA,10,MOTO-AUTO,MOTO,AUTO,2019,12,21
2019-0105,1,2019-05-05,Sunday,11:00:00,11,AVENIDA,SANTO TOME y SEGUROLA AV.,ESQUINA,10,PEATON-AUTO,PEATON,AUTO,2019,5,5
2020-0001,1,2020-01-04,Saturday,10:40:00,10,CALLE,URIARTE y LOYOLA,ESQUINA,15,PEATON-AUTO,PEATON,AUTO,2020,1,4
2020-0002,1,2020-01-05,Sunday,20:00:00,20,AVENIDA,SARAZA y VARELA AV.,ESQUINA,7,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2020,1,5
2020-0003,1,2020-01-11,Saturday,06:00:00,6,AVENIDA,RIVADAVIA AV. y COMBATE DE LOS POZOS,ESQUINA,3,PEATON-AUTO,PEATON,AUTO,2020,1,11
2020-0004,1,2020-01-14,Tuesday,21:40:00,21,AVENIDA,RODRIGUEZ PEÃ‘A y RIVADAVIA AV.,ESQUINA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2020,1,14
2020-0005,1,2020-01-14,Tuesday,06:00:00,6,AVENIDA,24 DE NOVIEMBRE y SAN JUAN AV.,ESQUINA,3,MOTO-PASAJEROS,MOTO,PASAJEROS,2020,1,14
2020-0006,1,2020-01-20,Monday,12:55:00,12,AVENIDA,LAFUENTE AV. 2250,CUADRA,8,MOTO-CARGAS,MOTO,CARGAS,2020,1,20
2020-0007,1,2020-01-27,Monday,00:37:00,0,CALLE,CHILE y LIMA,ESQUINA,1,PEATON-MOTO,PEATON,MOTO,2020,1,27
2020-0008,1,2020-01-30,Thursday,07:10:00,7,AVENIDA,"CORDOBA AV. y JAURES, JEAN",ESQUINA,2,MOTO-CARGAS,MOTO,CARGAS,2020,1,30
2020-0009,1,2020-02-04,Tuesday,14:50:00,14,CALLE,"PERON, JUAN DOMINGO, TTE. GENERAL y SALGUERO, JERONIMO",ESQUINA,5,PEATON-AUTO,PEATON,AUTO,2020,2,4
2020-0010,1,2020-02-08,Saturday,05:45:00,5,AVENIDA,9 DE JULIO AV. y SAN JUAN AV.,ESQUINA,1,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2020,2,8
2020-0011,1,2020-02-12,Wednesday,11:29:00,11,CALLE,COLOMBRES 466,CUADRA,5,MOTO-CARGAS,MOTO,CARGAS,2020,2,12
2020-0012,1,2020-02-18,Tuesday,21:00:00,21,CALLE,MEXICO 2860,CUADRA,3,PEATON-MOTO,PEATON,MOTO,2020,2,18
2020-0013,1,2020-02-20,Thursday,12:00:00,12,AVENIDA,COMBATIENTES DE MALVINAS AV. y TRIUNVIRATO AV.,ESQUINA,15,PEATON-MOTO,PEATON,MOTO,2020,2,20
2020-0014,1,2020-02-27,Thursday,02:14:00,2,CALLE,BERMUDEZ y NOGOYA,ESQUINA,11,MOTO-PASAJEROS,MOTO,PASAJEROS,2020,2,27
2020-0015,1,2020-02-28,Friday,14:30:00,14,AVENIDA,BRASIL AV. y PASEO COLON AV.,ESQUINA,1,MOTO-PASAJEROS,MOTO,PASAJEROS,2020,2,28
2020-0016,1,2020-02-29,Saturday,13:00:00,13,AVENIDA,"ALEM, LEANDRO N. AV. 770",CUADRA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2020,2,29
2020-0017,1,2020-03-05,Thursday,23:00:00,23,AVENIDA,BELGRANO AV. y RINCON,ESQUINA,3,PEATON-AUTO,PEATON,AUTO,2020,3,5
2020-0018,1,2020-03-09,Monday,14:00:00,14,AVENIDA,"UDAONDO, GUILLERMO AV. 901",CUADRA,13,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2020,3,9
2020-0019,1,2020-03-10,Tuesday,21:00:00,21,CALLE,CONSTITUCION y CASTRO,ESQUINA,5,PEATON-AUTO,PEATON,AUTO,2020,3,10
2020-0020,1,2020-03-13,Friday,17:30:00,17,AVENIDA,"PUEYRREDON AV. y GOMEZ, VALENTIN",ESQUINA,3,PEATON-MOTO,PEATON,MOTO,2020,3,13
2020-0021,1,2020-03-14,Saturday,16:50:00,16,CALLE,"BRAVO, MARIO 1279",CUADRA,2,PEATON-AUTO,PEATON,AUTO,2020,3,14
2020-0022,1,2020-04-07,Tuesday,06:15:00,6,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,AUTOPISTA,9,AUTO-CARGAS,AUTO,CARGAS,2020,4,7
2020-0023,1,2020-04-09,Thursday,18:42:00,18,AVENIDA,"ARAOZ DE LAMADRID, GREGORIO, GRAL. y BROWN, ALTE. AV.",ESQUINA,4,AUTO-CARGAS,AUTO,CARGAS,2020,4,9
2020-0024,1,2020-04-24,Friday,07:58:00,7,CALLE,MURGUIONDO 1339,CUADRA,9,AUTO-AUTO,AUTO,AUTO,2020,4,24
2020-0025,1,2020-05-12,Tuesday,05:35:00,5,AVENIDA,RIVADAVIA AV. 2551,CUADRA,3,PEATON-AUTO,PEATON,AUTO,2020,5,12
2020-0026,1,2020-05-17,Sunday,06:40:00,6,AUTOPISTA,"LUGONES, LEOPOLDO AV. KM 6,1",AUTOPISTA,14,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2020,5,17
2020-0027,1,2020-05-18,Monday,08:00:00,8,AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL. y MONTIEL",ESQUINA,8,PEATON-CARGAS,PEATON,CARGAS,2020,5,18
2020-0028,1,2020-05-19,Tuesday,10:00:00,10,AVENIDA,"SCALABRINI ORTIZ, RAUL AV. y WARNES AV.",ESQUINA,15,PEATON-PASAJEROS,PEATON,PASAJEROS,2020,5,19
2020-0029,1,2020-06-10,Wednesday,14:00:00,14,GRAL PAZ,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",AUTOPISTA,9,PEATON-PASAJEROS,PEATON,PASAJEROS,2020,6,10
2020-0030,1,2020-06-16,Tuesday,15:00:00,15,AVENIDA,SAN MARTIN AV. 1550,CUADRA,6,MULTIPLE,MOTO,MULTIPLE,2020,6,16
2020-0031,1,2020-06-30,Tuesday,08:00:00,8,AVENIDA,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",ESQUINA,9,MOTO-CARGAS,MOTO,CARGAS,2020,6,30
2020-0032,1,2020-07-10,Friday,23:00:00,23,AVENIDA,CORRIENTES AV. y SERRANO,ESQUINA,15,MOTO-AUTO,MOTO,AUTO,2020,7,10
2020-0033,1,2020-07-19,Sunday,06:25:00,6,GRAL PAZ,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",AUTOPISTA,13,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2020,7,19
2020-0034,1,2020-08-02,Sunday,03:20:00,3,CALLE,"MITRE, BARTOLOME y ANCHORENA, TOMAS MANUEL DE, DR.",ESQUINA,3,PEATON-AUTO,PEATON,AUTO,2020,8,2
2020-0035,1,2020-08-04,Tuesday,05:30:00,5,AUTOPISTA,AUTOPISTA 25 DE MAYO y PUMACAHUA,AUTOPISTA,7,MOTO-PASAJEROS,MOTO,PASAJEROS,2020,8,4
2020-0036,1,2020-08-07,Friday,18:40:00,18,AVENIDA,"SCALABRINI ORTIZ, RAUL AV. y PARAGUAY",ESQUINA,14,PEATON-MOTO,PEATON,MOTO,2020,8,7
2020-0037,1,2020-08-29,Saturday,04:30:00,4,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",ESQUINA,8,PEATON-AUTO,PEATON,AUTO,2020,8,29
2020-0038,2,2020-08-30,Sunday,04:00:00,4,AVENIDA,"LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",ESQUINA,14,AUTO-AUTO,AUTO,AUTO,2020,8,30
2020-0039,1,2020-09-01,Tuesday,19:17:42,19,CALLE,MURGUIONDO,,9,PEATON-CARGAS,PEATON,CARGAS,2020,9,1
2020-0040,1,2020-09-12,Saturday,03:30:00,3,AVENIDA,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",ESQUINA,2,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2020,9,12
2020-0041,1,2020-09-28,Monday,01:45:00,1,AVENIDA,"CURAPALIGUE y PERON, EVA AV.",ESQUINA,7,MOTO-PASAJEROS,MOTO,PASAJEROS,2020,9,28
2020-0042,1,2020-09-29,Tuesday,17:10:00,17,AVENIDA,"DIAZ, ANA y SOLDADO DE LA FRONTERA AV.",ESQUINA,8,PEATON-PASAJEROS,PEATON,PASAJEROS,2020,9,29
2020-0043,1,2020-09-30,Wednesday,17:20:00,17,AVENIDA,"ALEM, LEANDRO N. AV. y PARAGUAY",ESQUINA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2020,9,30
2020-0044,1,2020-10-05,Monday,00:20:00,0,AVENIDA,LA PLATA AV. e INDEPENDENCIA AV.,ESQUINA,6,AUTO-AUTO,AUTO,AUTO,2020,10,5
2020-0045,1,2020-10-19,Monday,03:00:00,3,GRAL PAZ,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",AUTOPISTA,8,AUTO-CARGAS,AUTO,CARGAS,2020,10,19
2020-0046,1,2020-10-27,Tuesday,21:00:00,21,AVENIDA,"NAZCA AV. y CARRANZA, ADOLFO P.",ESQUINA,11,MOTO-MOTO,MOTO,MOTO,2020,10,27
2020-0047,1,2020-10-27,Tuesday,14:00:00,14,AUTOPISTA,AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y LACARRA AV.,AUTOPISTA,9,PEATON-CARGAS,PEATON,CARGAS,2020,10,27
2020-0048,1,2020-10-29,Thursday,20:20:00,20,AVENIDA,DORREGO AV. 614,CUADRA,15,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2020,10,29
2020-0049,1,2020-10-30,Friday,20:00:00,20,AVENIDA,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",ESQUINA,1,PEATON-AUTO,PEATON,AUTO,2020,10,30
2020-0050,1,2020-11-01,Sunday,22:00:00,22,AVENIDA,SANTA FE AV. y GODOY CRUZ,ESQUINA,14,PEATON-MOTO,PEATON,MOTO,2020,11,1
2020-0051,1,2020-11-05,Thursday,00:40:00,0,AVENIDA,AVELLANEDA AV. y MERCEDES,ESQUINA,10,MOTO-AUTO,MOTO,AUTO,2020,11,5
2020-0052,1,2020-11-07,Saturday,06:50:00,6,AVENIDA,TUCUMAN y PUEYRREDON AV.,ESQUINA,3,BICICLETA-CARGAS,BICICLETA,CARGAS,2020,11,7
2020-0053,1,2020-11-09,Monday,03:30:00,3,AVENIDA,"ALCORTA, AMANCIO AV. y EINSTEIN, ALBERTO",ESQUINA,4,AUTO-AUTO,AUTO,AUTO,2020,11,9
2020-0054,1,2020-11-19,Thursday,09:00:00,9,CALLE,INCLAN y ALBERTI,ESQUINA,4,BICICLETA-AUTO,BICICLETA,AUTO,2020,11,19
2020-0055,1,2020-11-19,Thursday,12:30:00,12,AVENIDA,OLAZABAL AV. 5437,CUADRA,12,PEATON-CARGAS,PEATON,CARGAS,2020,11,19
2020-0056,1,2020-11-21,Saturday,13:00:00,13,GRAL PAZ,"PAZ, GRAL. AV. y ROCA, CNEL. AV.",AUTOPISTA,8,MOTO-CARGAS,MOTO,CARGAS,2020,11,21
2020-0057,1,2020-11-23,Monday,07:45:00,7,AVENIDA,"NAZCA AV. y VIALE, LUIS",ESQUINA,11,PEATON-AUTO,PEATON,AUTO,2020,11,23
2020-0058,1,2020-11-24,Tuesday,16:00:00,16,AVENIDA,"OLIVERA AV. y FALCON, RAMON L.,CNEL.",ESQUINA,10,PEATON-AUTO,PEATON,AUTO,2020,11,24
2020-0059,1,2020-12-01,Tuesday,06:35:00,6,CALLE,BRASIL 1100,CUADRA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2020,12,1
2020-0060,1,2020-12-03,Thursday,20:30:00,20,AVENIDA,"HOMERO y PERON, EVA AV.",ESQUINA,9,PEATON-MOTO,PEATON,MOTO,2020,12,3
2020-0061,1,2020-12-03,Thursday,14:40:00,14,AUTOPISTA,"CANTILO, INT. y UDAONDO, GUILLERMO AV.",AUTOPISTA,13,MOTO-CARGAS,MOTO,CARGAS,2020,12,3
2020-0062,1,2020-12-04,Friday,17:19:00,17,CALLE,MORENO 1845,CUADRA,3,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,2020,12,4
2020-0063,2,2020-12-05,Saturday,07:10:00,7,CALLE,NUEVA YORK y ALTA GRACIA,ESQUINA,11,PEATON_MOTO-MOTO,PEATON_MOTO,MOTO,2020,12,5
2020-0065,1,2020-12-05,Saturday,16:00:00,16,GRAL PAZ,"PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",AUTOPISTA,12,MOTO-AUTO,MOTO,AUTO,2020,12,5
2020-0066,1,2020-12-07,Monday,04:30:00,4,AUTOPISTA,AUTOPISTA PERITO MORENO (ALTURA ESTACION DE TREN VILLA LURO),AUTOPISTA,10,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2020,12,7
2020-0067,1,2020-12-11,Friday,22:00:00,22,AVENIDA,SAENZ AV. y BEAZLEY,ESQUINA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,2020,12,11
2020-0068,1,2020-12-12,Saturday,20:30:00,20,AVENIDA,DEL LIBERTADOR AV. y AUSTRIA,ESQUINA,2,MOTO-AUTO,MOTO,AUTO,2020,12,12
2020-0069,1,2020-12-15,Tuesday,05:20:00,5,AVENIDA,"INDEPENDENCIA AV. y SAENZ PEÃ‘A, LUIS, PRES.",ESQUINA,1,MOTO-PASAJEROS,MOTO,PASAJEROS,2020,12,15
2020-0070,1,2020-12-17,Thursday,15:35:00,15,AVENIDA,"CALLAO AV. y LAS HERAS, GENERAL",ESQUINA,2,PEATON-PASAJEROS,PEATON,PASAJEROS,2020,12,17
2020-0071,1,2020-12-17,Thursday,23:00:00,23,AVENIDA,SAN PEDRITO AV. y DIRECTORIO AV.,ESQUINA,7,PEATON-AUTO,PEATON,AUTO,2020,12,17
2020-0072,1,2020-12-19,Saturday,03:30:00,3,AVENIDA,"JUJUY AV. y CALVO, CARLOS",ESQUINA,3,BICICLETA-AUTO,BICICLETA,AUTO,2020,12,19
2020-0073,1,2020-12-20,Sunday,07:40:00,7,AVENIDA,27 DE FEBRERO AV. y ESCALADA AV.,ESQUINA,8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2020,12,20
2020-0074,1,2020-12-20,Sunday,21:00:00,21,AVENIDA,BOGOTA y NAZCA AV.,ESQUINA,7,AUTO-AUTO,AUTO,AUTO,2020,12,20
2020-0075,1,2020-12-23,Wednesday,14:00:00,14,AVENIDA,CORRIENTES AV. y 9 DE JULIO AV.,ESQUINA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2020,12,23
2020-0076,1,2020-12-24,Thursday,12:30:00,12,AVENIDA,ALVAREZ JONTE AV. y CHIVILCOY,ESQUINA,10,AUTO-PASAJEROS,AUTO,PASAJEROS,2020,12,24
2020-0077,2,2020-12-25,Friday,06:40:00,6,AVENIDA,SAN MARTIN AV. y PUNTA ARENAS,ESQUINA,15,MOTO-AUTO,MOTO,AUTO,2020,12,25
2020-0078,1,2020-12-25,Friday,05:50:00,5,CALLE,BARCO CENTENERA DEL 1118,CUADRA,7,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,2020,12,25
2020-0079,1,2020-12-27,Sunday,04:15:00,4,GRAL PAZ,"PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",AUTOPISTA,12,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2020,12,27
2021-0001,1,2021-01-06,Wednesday,18:00:00,18,AUTOPISTA,AU FRONDIZI KM. 3,AUTOPISTA,1,MOTO-AUTO,MOTO,AUTO,2021,1,6
2021-0002,1,2021-01-07,Thursday,10:20:00,10,AVENIDA,"CASTRO, EMILIO AV. y MURGUIONDO",ESQUINA,9,MOTO-CARGAS,MOTO,CARGAS,2021,1,7
2021-0003,1,2021-01-10,Sunday,07:40:00,7,AUTOPISTA,AUTOPISTA 25 DE MAYO KM. 3.7,AUTOPISTA,7,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2021,1,10
2021-0004,1,2021-01-11,Monday,09:12:18,9,AVENIDA,CASEROS AV. y GUARANI,ESQUINA,5,PEATON-CARGAS,PEATON,CARGAS,2021,1,11
2021-0005,1,2021-01-11,Monday,21:30:00,21,AVENIDA,"PERON, EVA AV. 3800",CUADRA,9,PEATON-AUTO,PEATON,AUTO,2021,1,11
2021-0006,1,2021-01-12,Tuesday,21:00:00,21,AUTOPISTA,AUTOPISTA ARTURO ILLIA y SARMIENTO AV.,AUTOPISTA,14,MOTO-CARGAS,MOTO,CARGAS,2021,1,12
2021-0007,1,2021-01-18,Monday,10:00:00,10,AVENIDA,DE LOS CONSTITUYENTES AV. y GIRIBONE,ESQUINA,15,MOTO-MOTO,MOTO,MOTO,2021,1,18
2021-0008,1,2021-01-22,Friday,23:30:00,23,AVENIDA,"SAENZ AV. y RABANAL, FRANCISCO, INTENDENTE AV.",ESQUINA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,2021,1,22
2021-0009,1,2021-01-23,Saturday,05:30:00,5,AVENIDA,PAYSANDU y GAONA AV.,ESQUINA,6,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2021,1,23
2021-0010,1,2021-01-23,Saturday,08:00:00,8,GRAL PAZ,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",AUTOPISTA,12,MOTO-AUTO,MOTO,AUTO,2021,1,23
2021-0011,1,2021-01-27,Wednesday,01:04:26,1,AVENIDA,SANTA FE AV. 1675,CUADRA,2,PEATON-AUTO,PEATON,AUTO,2021,1,27
2021-0012,1,2021-01-29,Friday,20:07:22,20,AUTOPISTA,"DELLEPIANE, LUIS, TTE. GRAL. y GUAMINI",AUTOPISTA,8,PEATON-AUTO,PEATON,AUTO,2021,1,29
2021-0013,1,2021-01-31,Sunday,06:10:00,6,AVENIDA,"FALCON, RAMON L.,CNEL. y OLIVERA AV.",ESQUINA,10,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2021,1,31
2021-0014,1,2021-02-02,Tuesday,00:50:00,0,AVENIDA,SAN MARTIN AV. y NOGOYA,ESQUINA,15,PEATON-AUTO,PEATON,AUTO,2021,2,2
2021-0015,1,2021-02-06,Saturday,03:05:00,3,AVENIDA,SAN MARTIN AV. y TINOGASTA,ESQUINA,15,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2021,2,6
2021-0016,1,2021-02-14,Sunday,05:50:00,5,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y DE LA TORRE, LISANDRO",ESQUINA,8,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2021,2,14
2021-0017,1,2021-02-17,Wednesday,04:10:00,4,AVENIDA,SALTA y CASEROS AV.,ESQUINA,1,MOTO-PASAJEROS,MOTO,PASAJEROS,2021,2,17
2021-0018,1,2021-02-20,Saturday,19:00:00,19,CALLE,"JAURES, JEAN y PERON, JUAN DOMINGO, TTE. GENERAL",ESQUINA,3,PEATON-AUTO,PEATON,AUTO,2021,2,20
2021-0019,1,2021-02-21,Sunday,01:20:00,1,AVENIDA,"TRIUNVIRATO AV. y LARRALDE, CRISOLOGO AV.",ESQUINA,12,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2021,2,21
2021-0020,1,2021-02-21,Sunday,15:00:00,15,CALLE,POTOSI y GASCON,ESQUINA,5,PEATON-CARGAS,PEATON,CARGAS,2021,2,21
2021-0021,1,2021-02-26,Friday,05:30:00,5,CALLE,"YRIGOYEN, HIPOLITO y 24 DE NOVIEMBRE",ESQUINA,3,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2021,2,26
2021-0022,1,2021-02-28,Sunday,12:00:00,12,AVENIDA,DEL LIBERTADOR AV. y ROOSEVELT FRANKLIN D.,ESQUINA,13,PASAJEROS-SD,PASAJEROS,,2021,2,28
2021-0023,1,2021-03-01,Monday,09:20:00,9,AUTOPISTA,"AU BUENOS AIRES LA PLATA  KM 4,5",AUTOPISTA,4,MOTO-CARGAS,MOTO,CARGAS,2021,3,1
2021-0024,1,2021-03-03,Wednesday,16:30:00,16,AVENIDA,"PERON, EVA AV. y PIEDRA BUENA AV.",ESQUINA,9,BICICLETA-CARGAS,BICICLETA,CARGAS,2021,3,3
2021-0025,1,2021-03-11,Thursday,03:45:00,3,GRAL PAZ,"PAZ, GRAL. AV. y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.",AUTOPISTA,8,MOTO-OTRO,MOTO,OTRO,2021,3,11
2021-0026,1,2021-03-15,Monday,02:35:00,2,AUTOPISTA,"AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y QUINQUELA MARTIN, BENITO",AUTOPISTA,4,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2021,3,15
2021-0027,1,2021-03-16,Tuesday,15:30:00,15,GRAL PAZ,"PAZ, GRAL. AV. y DONADO",AUTOPISTA,12,MOTO-CARGAS,MOTO,CARGAS,2021,3,16
2021-0028,1,2021-03-29,Monday,17:20:00,17,AVENIDA,"COREA AV. y TORRES Y TENORIO, PRES.",ESQUINA,7,PEATON-PASAJEROS,PEATON,PASAJEROS,2021,3,29
2021-0029,1,2021-03-31,Wednesday,18:05:00,18,AVENIDA,"FALCON, RAMON L.,CNEL. y SAN PEDRITO AV.",ESQUINA,7,AUTO-AUTO,AUTO,AUTO,2021,3,31
2021-0030,1,2021-04-03,Saturday,18:30:00,18,CALLE,FINOCHIETTO ENRIQUE DR. 1623,CUADRA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,2021,4,3
2021-0031,1,2021-04-07,Wednesday,10:29:00,10,AVENIDA,9 DE JULIO AV. e INDEPENDENCIA AV.,ESQUINA,1,PEATON-CARGAS,PEATON,CARGAS,2021,4,7
2021-0032,1,2021-04-10,Saturday,19:55:00,19,AUTOPISTA,"CANTILO, INT. y GUIRALDES, INT.",AUTOPISTA,13,PEATON-MOTO,PEATON,MOTO,2021,4,10
2021-0033,1,2021-04-14,Wednesday,17:50:00,17,AUTOPISTA,AUTOPISTA 25 DE MAYO y BOEDO AV.,AUTOPISTA,5,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2021,4,14
2021-0034,1,2021-04-19,Monday,14:40:00,14,AVENIDA,"ALCORTA, AMANCIO AV. y ZAVALETA",ESQUINA,4,MOTO-CARGAS,MOTO,CARGAS,2021,4,19
2021-0035,1,2021-05-03,Monday,09:20:00,9,AVENIDA,"JANER, ANA MARIA y LAFUENTE AV.",ESQUINA,8,MOTO-CARGAS,MOTO,CARGAS,2021,5,3
2021-0036,1,2021-05-09,Sunday,06:00:00,6,GRAL PAZ,"PAZ, GRAL. AV. y MOSCONI GENERAL AV.",AUTOPISTA,11,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2021,5,9
2021-0037,1,2021-05-11,Tuesday,07:10:00,7,AVENIDA,"MONROE y BALBIN, RICARDO, DR. AV.",ESQUINA,13,PEATON-PASAJEROS,PEATON,PASAJEROS,2021,5,11
2021-0038,1,2021-05-14,Friday,11:40:00,11,AVENIDA,"JUSTO, JUAN B. AV. y SANTA FE AV.",ESQUINA,14,MOTO-CARGAS,MOTO,CARGAS,2021,5,14
2021-0039,1,2021-05-15,Saturday,12:09:00,12,AVENIDA,"OLIDEN y ALBERDI, JUAN BAUTISTA AV.",ESQUINA,9,BICICLETA-AUTO,BICICLETA,AUTO,2021,5,15
2021-0040,1,2021-05-20,Thursday,05:50:00,5,GRAL PAZ,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",AUTOPISTA,13,MOTO-AUTO,MOTO,AUTO,2021,5,20
2021-0041,1,2021-05-20,Thursday,08:30:00,8,AVENIDA,DEL LIBERTADOR AV. y CASARES AV.,ESQUINA,14,PEATON-PASAJEROS,PEATON,PASAJEROS,2021,5,20
2021-0042,1,2021-05-21,Friday,05:00:00,5,AVENIDA,RIVADAVIA AV. 10900,CUADRA,9,PEATON-PASAJEROS,PEATON,PASAJEROS,2021,5,21
2021-0043,1,2021-05-22,Saturday,18:26:00,18,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. y PILAR",ESQUINA,9,PEATON-AUTO,PEATON,AUTO,2021,5,22
2021-0044,1,2021-05-25,Tuesday,02:00:00,2,AVENIDA,"PERON, EVA AV. y ACOSTA, MARIANO",ESQUINA,9,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2021,5,25
2021-0045,1,2021-05-26,Wednesday,17:24:00,17,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,AUTOPISTA,4,MULTIPLE,MOTO,MULTIPLE,2021,5,26
2021-0046,1,2021-05-31,Monday,02:00:00,2,AVENIDA,ELCANO AV. y GUZMAN AV.,ESQUINA,15,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2021,5,31
2021-0047,1,2021-06-02,Wednesday,16:00:00,16,AVENIDA,"VEDIA, AGUSTIN DE y RABANAL, FRANCISCO, INTENDENTE AV.",ESQUINA,4,MOTO-AUTO,MOTO,AUTO,2021,6,2
2021-0048,1,2021-06-03,Thursday,09:58:00,9,AVENIDA,CAPDEVILA y CONGRESO AV.,ESQUINA,12,BICICLETA-AUTO,BICICLETA,AUTO,2021,6,3
2021-0049,1,2021-06-03,Thursday,20:30:00,20,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",CUADRA,8,AUTO-AUTO,AUTO,AUTO,2021,6,3
2021-0050,1,2021-06-10,Thursday,13:30:00,13,AVENIDA,DEL LIBERTADOR AV. 5958,CUADRA,13,MOTO-PASAJEROS,MOTO,PASAJEROS,2021,6,10
2021-0051,1,2021-06-15,Tuesday,19:20:00,19,AVENIDA,27 DE FEBRERO AV. y EREZCANO AV.,ESQUINA,4,PEATON-CARGAS,PEATON,CARGAS,2021,6,15
2021-0052,1,2021-06-20,Sunday,05:40:00,5,GRAL PAZ,"PAZ, GRAL. AV. 14723",AUTOPISTA,8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2021,6,20
2021-0053,1,2021-06-20,Sunday,12:00:00,12,AVENIDA,CORRIENTES AV. 5783,CUADRA,15,PEATON-BICICLETA,PEATON,BICICLETA,2021,6,20
2021-0054,1,2021-06-22,Tuesday,14:44:00,14,CALLE,TABARE y EREZCANO,ESQUINA,4,MOTO-CARGAS,MOTO,CARGAS,2021,6,22
